Title,Question,URL
労働通知書（＆雇用契約書）の英語のみの提供,最近転職した会社から労働通知書と雇用契約書をいただきましたが英語のみでした。以前外資系で務めてた時は日本語（効力）と英語（参照のみ）で準備してましたが英語のみは初めてです。就業規則は労基に届ける必要があるため英語のみでの作成は不可能ですが、労働通知書に関しては語学的は英語のみ（や日本語以外の言語のみ）で問題ないのでしょうか？そうなった場合のリスクも踏まえてご教示いただけますと幸いです,https://jinjibu.jp/qa/detl/105152/1/
雇用契約の遡及について,いつもお世話になっております。よろしくお願いいたします。弊社では、有期雇用者の雇用契約を半年ごと（4/1～9/30、10/1～3/31）に見直しています。10月1日からの雇用契約の変更・更新をする際に、休憩時間・労働時間の変更をした者がいるのですが、確認したところ9月以前も実態と契約上とが相違していたことが判明しました。このような場合、どのように対処するのが正しいのでしょうか・・？①遡及して雇用契約書を変更する②過去の分の雇用契約書は変更しないご教授頂けると助かりますよろしくお願いいたします。,https://jinjibu.jp/qa/detl/107990/1/
雇用契約後に音信不通,よろしくお願いします。正社員として採用いたしましたが、雇用契約書を結んだ翌日から音信不通となり、困惑しております。メールや電話での退職の連絡も来ておりません。出社したのは、雇用契約の手続きをおこなった1時間ほどです。就職を希望されないことや退職を希望されているのであれば、それはやむを得ないと思います。音信不通なので意思確認もできない状態です。この様な状況で弊社が負うリスクはありますでしょうか？また、このような事を避けるために取れる手段や予防策はありますでしょうか？お手数をお掛けしますが、ご教示頂けると幸いです。,https://jinjibu.jp/qa/detl/128827/1/
パート従業員の雇用契約書について,派遣会社で事務をしている者です。従業員の雇用契約書を作っているのですが、手当ての記載の仕方がいまいちわかりません。普通時間、残業時間関係なく働いた時間×20円を手当てとして支給することになりました。たとえば、普通時間171時間　残業時間20時間とすると合計191時間×20円＝3820円が手当てとして支給されます。このような場合雇用契約書にはどのように記載すればよろしいのでしょうか。よろしくお願い致します。,https://jinjibu.jp/qa/detl/78682/1/
非常勤職員の雇用契約書について,社員の休暇取得時のみ勤務の非常勤職員がおり、出勤日数は月に1～2回程度で、本人もその認識でおります。その非常勤職員の労働条件通知書兼雇用契約書の休日・勤務日欄は、「勤務日→会社の指定する日(月1～2回程度)／休日→会社の指定する日以外」の様な記載で問題ないでしょうか？弊社の労働条件通知書兼雇用契約書に勤務日と休日の両方を記載する欄があり、その記載方法についてご教示いただきたく存じます。勉強不足で恐れ入りますが、宜しくお願い致します。,https://jinjibu.jp/qa/detl/90325/1/
業務内容,【状況説明】4月1日からの1年度ごとの契約で、雇い入れ時の「労働条件通知書」に業務内容には「契約社員」とだけ明記し渡しています。その後「労働条件通知書」は渡しておらず、6年間のうちで1回だけ雇用契約書を締結しています。その「雇用契約書」に記載した「業務内容」も「契約社員」としています。当該契約社員の方が、6年目に無期転換権の行使を申告され、7年目に「雇用契約期間」を「期間の定めなし」とした「雇用契約書」を提示しました。「業務内容」について、「事業を遂行するために必要とされる、各種業務」としたところ「曖昧で分からない」「何でも命令できる仕様に変えてきたのは不利益変更だ」と契約書の署名捺印を拒んでいます。就業規則にも、契約社員の期間は1年としていて、特段「業務内容」は明記しておりません。【質問①】提示した雇用契約書にサインをしないのなら、今年度はもう契約しないということは可能なのでしょうか？（従来通りの仕事はすると、現在も出勤して仕事はしています。）【質問②】契約しないということが可能な場合、労働者都合の退職としてよいのでしょうか？,https://jinjibu.jp/qa/detl/125789/1/
雇用契約書,週3日勤務、月額10万、所定労働時間で計算すると最低賃金を下回るのですが大丈夫なのでしょうか？,https://jinjibu.jp/qa/detl/114113/1/
有期雇用における労働契約書,有期雇用（契約期間6ヶ月）において、契約更新時に就業状況が思わしくなく、今回契約を持って次回契約を行なわないこととしたいと考えています。（契約は、過去に2回契約更新を行なっております。）就業規則には、「契約延長することがある。」と規定しており、労働契約書上においても「契約延長することがある。」と記述しております。このような場合、労働契約書とは別に、覚書として契約更新を行なわない旨の確認を取り付けることで対応しても問題とはならないでしょうか？ちなみに、雇い止めの基準として改善指導事項に対して、改善が認められないと会社が判断したときとしており、今回の件は、従事している作業で上位職の指示に従わず、指示を行なっても、「昇給が行なわれないのであれば、指示には従わない。」との返答であり、作業指示に従おうとする姿勢が見られない。これを理由として、契約期間の延長を行なわない旨を示したいと考えております。労働契約書上に、「契約延長はない」と記載すると、就業規則との齟齬が出るため、覚書として個別に対応を図りたいのですが、そのような覚書は効力を持つと言えるのでしょうか？,https://jinjibu.jp/qa/detl/45117/1/
アルバイトの雇用契約について,お世話になります。たとえば、週１日で８時間勤務でアルバイト契約（雇用契約書を締結）した場合週に２日（16時間）勤務させることは難しいのでしょうか？,https://jinjibu.jp/qa/detl/50344/1/
雇用契約書の記入について,いつもお世話になっております。雇用契約を締結するときに就業場所を記入しなければいけないと思いますが、勤務する事業所名でよいのか、詳細に○○事業所○○部○○課でなければいけないのか、どちらでしょうか？ご教授願います。,https://jinjibu.jp/qa/detl/7280/1/
個別契約期間が3１日に満たない場合の対処方法,お世話になっております。派遣先より次回の契約期間短縮の申し入れがありました。具体的には現在の契約期間が7/1～8/31までで次回は9/1～9/30での契約となります。ところが困ったことに個別契約の期間に合わせて、雇用契約も期間を定めていたので次回の派遣社員との契約期間が３０日になってしまいます。条件が変更になったことを理由に現在の雇用契約期間終了を待たずに再契約を行うことは可能でしょうか。それとも10/1までの契約とし１日分の補償をしなければならないのでしょうか。また、今年は偶然にも10/1が日曜日なので補償する必要はないのでしょうか。よろしくお願い致します。,https://jinjibu.jp/qa/detl/129718/1/
労働条件通知書・雇用契約書の電子捺印について,労働条件通知書・雇用契約書の電子捺印が可能になりましたが、保管期間と保管方法についてお伺いしたく存じます。退職後5年（3年）まで保管だと思いますが、最初の数年は電子捺印のシステム上で保存、その後退職後の保管期限到来まではpdf出力したもので保管。というのは法律上問題ないのでしょうか？何卒よろしくお願い申し上げます。,https://jinjibu.jp/qa/detl/104117/1/
正社員の雇用契約書,いつも拝見させて頂いております。当社では、正社員採用の際には、雇用契約書を結んでおりません。就業規則や給与規定を入社時に渡すことと、別に身元保証書を結んでいること、期間の定めのない終身雇用だからというのが理由ですが問題はありますでしょうか。先日、身元保証書の更新について、人事内で議論になりその際、雇用契約書を結んで身元保証に関する内容も包括すればいいのではないかという意見があがり、発展してそもそも雇用契約書を結んでいないことには問題がないのかとの話になりました。新卒の正社員でも入社時に雇用契約書を結ぶべきなのかご教授ください。,https://jinjibu.jp/qa/detl/50651/1/
契約社員の雇用契約書,はじめて質問させていただきます。無期転換した場合の契約社員との雇用契約書には、契約期間は、初めから空欄にして月日はいれないのでしょうか。また、契約社員就業規則には、無期転換できる旨の条項を必ず設けないといけないのでしょうか。,https://jinjibu.jp/qa/detl/70566/1/
